UserID,Most_visited_websites,Most_listened_musics,Most_watched_movies,Most_watched_tv_programmes,Most_read_books,Cat1_1,Cat1_2,Cat1_3,Cat1_4,Cat1_5,Cat1_6,Cat1_7,Cat1_8,Cat1_9,Cat1_10,Cat1_11,Cat1_12,Cat1_13,Cat1_14,Cat1_15,Cat2_1,Cat2_2,Cat2_3,Cat2_4,Cat2_5,Cat2_6,Cat2_7,Cat2_8,Cat2_9,Cat2_10,Cat2_11,Cat2_12,Cat2_13,Cat2_14,Cat2_15,Cat3_1,Cat3_2,Cat3_3,Cat3_4,Cat3_5,Cat3_6,Cat3_7,Cat3_8,Cat3_9,Cat3_10,Cat3_11,Cat3_12,Cat3_13,Cat3_14,Cat3_15,Cat4_1,Cat4_2,Cat4_3,Cat4_4,Cat4_5,Cat4_6,Cat4_7,Cat4_8,Cat4_9,Cat4_10,Cat4_11,Cat4_12,Cat4_13,Cat4_14,Cat4_15,Cat5_1,Cat5_2,Cat5_3,Cat5_4,Cat5_5,Cat5_6,Cat5_7,Cat5_8,Cat5_9,Cat5_10,Cat5_11,Cat5_12,Cat5_13,Cat5_14,Cat5_15,Cat6_1,Cat6_2,Cat6_3,Cat6_4,Cat6_5,Cat6_6,Cat6_7,Cat6_8,Cat6_9,Cat6_10,Cat6_11,Cat6_12,Cat6_13,Cat6_14,Cat6_15,Cat7_1,Cat7_2,Cat7_3,Cat7_4,Cat7_5,Cat7_6,Cat7_7,Cat7_8,Cat7_9,Cat7_10,Cat7_11,Cat7_12,Cat7_13,Cat7_14,Cat7_15,Cat8_1,Cat8_2,Cat8_3,Cat8_4,Cat8_5,Cat8_6,Cat8_7,Cat8_8,Cat8_9,Cat8_10,Cat8_11,Cat8_12,Cat8_13,Cat8_14,Cat8_15,Cat9_1,Cat9_2,Cat9_3,Cat9_4,Cat9_5,Cat9_6,Cat9_7,Cat9_8,Cat9_9,Cat9_10,Cat9_11,Cat9_12,Cat9_13,Cat9_14,Cat9_15,Cat10_1,Cat10_2,Cat10_3,Cat10_4,Cat10_5,Cat10_6,Cat10_7,Cat10_8,Cat10_9,Cat10_10,Cat10_11,Cat10_12,Cat10_13,Cat10_14,Cat10_15,Cat11_1,Cat11_2,Cat11_3,Cat11_4,Cat11_5,Cat11_6,Cat11_7,Cat11_8,Cat11_9,Cat11_10,Cat11_11,Cat11_12,Cat11_13,Cat11_14,Cat11_15,Cat12_1,Cat12_2,Cat12_3,Cat12_4,Cat12_5,Cat12_6,Cat12_7,Cat12_8,Cat12_9,Cat12_10,Cat12_11,Cat12_12,Cat12_13,Cat12_14,Cat12_15,Cat13_1,Cat13_2,Cat13_3,Cat13_4,Cat13_5,Cat13_6,Cat13_7,Cat13_8,Cat13_9,Cat13_10,Cat13_11,Cat13_12,Cat13_13,Cat13_14,Cat13_15,Cat14_1,Cat14_2,Cat14_3,Cat14_4,Cat14_5,Cat14_6,Cat14_7,Cat14_8,Cat14_9,Cat14_10,Cat14_11,Cat14_12,Cat14_13,Cat14_14,Cat14_15,Cat15_1,Cat15_2,Cat15_3,Cat15_4,Cat15_5,Cat15_6,Cat15_7,Cat15_8,Cat15_9,Cat15_10,Cat15_11,Cat15_12,Cat15_13,Cat15_14,Cat15_15,Cat16_1,Cat16_2,Cat16_3,Cat16_4,Cat16_5,Cat16_6,Cat16_7,Cat16_8,Cat16_9,Cat16_10,Cat16_11,Cat16_12,Cat16_13,Cat16_14,Cat16_15,Cat17_1,Cat17_2,Cat17_3,Cat17_4,Cat17_5,Cat17_6,Cat17_7,Cat17_8,Cat17_9,Cat17_10,Cat17_11,Cat17_12,Cat17_13,Cat17_14,Cat17_15,Cat18_1,Cat18_2,Cat18_3,Cat18_4,Cat18_5,Cat18_6,Cat18_7,Cat18_8,Cat18_9,Cat18_10,Cat18_11,Cat18_12,Cat18_13,Cat18_14,Cat18_15,Cat19_1,Cat19_2,Cat19_3,Cat19_4,Cat19_5,Cat19_6,Cat19_7,Cat19_8,Cat19_9,Cat19_10,Cat19_11,Cat19_12,Cat19_13,Cat19_14,Cat19_15,Cat20_1,Cat20_2,Cat20_3,Cat20_4,Cat20_5,Cat20_6,Cat20_7,Cat20_8,Cat20_9,Cat20_10,Cat20_11,Cat20_12,Cat20_13,Cat20_14,Cat20_15,Gender,Age,Type_of_Job,Home_town,Timepass,E_score,A_score,C_score,N_score,O_score,Class
1793,"Clothing and shoes sites, Health and Beauty sites, Media sites","Blues, Classical Music, Inspirational (incl. Gospel), Jazz, New Age, Pop (Popular music), Rock, Singer - Songwriter (inc. Folk)","Thriller, Comedy, Horror, Sci-Fi, Animation, Fantasy",Sport,Science,2,4,3,4,4,2,2,3,3,2,4,4,3,2,5,3,4,4,3,4,4,4,3,3,3,5,4,3,5,3,3,4,3,3,4,3,4,5,3,4,3,4,2,2,4,3,3,4,4,3,4,4,2,4,3,3,2,2,5,3,3,2,5,3,5,2,2,4,3,3,5,5,4,3,4,4,4,3,3,4,3,5,4,5,5,5,5,5,5,5,4,4,2,4,5,3,4,2,4,4,5,4,5,3,5,4,5,2,3,3,2,4,5,3,4,3,4,3,5,3,4,3,3,5,3,4,2,3,5,5,4,3,4,5,4,4,2,3,5,3,4,2,4,2,3,5,4,4,4,5,2,3,3,3,3,4,4,5,5,5,4,3,5,4,4,4,2,4,3,3,2,2,2,2,3,3,1,3,3,2,2,2,1,3,4,2,2,2,5,2,3,3,3,4,5,3,2,3,3,3,1,3,3,3,4,3,3,3,4,5,4,4,2,4,3,5,5,4,3,4,3,2,5,4,5,4,5,4,3,3,2,3,3,2,2,5,4,4,4,4,4,2,3,3,3,1,3,3,2,5,4,4,4,3,4,1,3,2,4,2,4,3,4,5,5,5,3,3,4,4,4,3,5,3,2,2,3,4,5,4,5,5,5,5,5,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,TRUE,28,Contract employment,"new york, United States of America",Internet,7,8,6,7,7,1
1794,"Health and Beauty sites, Clothing and shoes sites, Computer software sites","Country Music, Dance Music, Electronic Music, Hip Hop - Rap",Documentary,"Drama, Factual, Learning, News, Weather, Comedy","Action and Adventure, Horror, Science fiction, Fantasy",1,5,3,2,3,3,3,3,3,2,2,2,2,3,4,4,4,3,3,4,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,2,4,2,2,2,2,2,4,2,2,2,3,3,1,3,2,2,3,2,2,3,3,3,4,2,1,4,2,3,2,2,2,1,2,3,4,2,2,2,2,2,1,2,2,1,2,2,2,2,3,2,3,3,2,2,2,1,2,3,3,3,1,2,4,3,3,3,2,4,3,3,1,2,2,2,3,3,2,3,2,3,3,3,3,4,2,3,3,2,2,2,3,3,2,2,2,2,3,2,4,2,2,4,1,2,2,2,2,3,3,3,2,4,4,2,1,2,2,2,2,3,2,3,2,2,1,2,1,1,3,3,4,3,3,2,2,3,1,3,3,2,2,2,2,3,3,3,3,3,3,2,2,3,4,3,3,2,3,4,3,2,3,2,2,2,3,2,2,2,2,3,3,1,3,2,3,1,4,2,2,3,2,2,2,2,2,3,2,5,3,2,3,2,2,3,2,2,1,1,2,2,2,2,2,2,2,1,3,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,4,4,2,3,2,3,2,2,2,2,3,2,2,2,3,3,2,2,2,2,4,2,2,1,3,3,1,2,2,2,2,3,3,2,2,2,TRUE,42,Contract employment,"Morpeth, United Kingdom",Internet,8,9,7,5,7,1
1795,"Consumer electronics sites, Automotive sites, Tools hardware sites, Computer software sites","Jazz, Indie Pop, Alternative Music, Electronic Music","Action, Adventure, Comedy, Romance","Drama, Comedy, Factual, News","Romance, Drama, Self help, Guide, Religious, Science, Prayer books, Encyclopedias, Autobiographies",1,2,3,2,2,1,1,2,3,4,2,1,2,1,1,2,3,3,4,3,3,1,2,2,2,2,1,1,2,2,1,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,3,2,2,2,1,2,1,2,1,2,3,4,4,3,2,3,2,1,3,4,3,2,2,2,2,2,2,3,2,1,2,2,2,2,1,4,2,4,2,4,4,3,2,2,2,3,2,4,2,3,1,2,2,3,2,2,2,2,3,2,3,2,3,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,2,3,3,4,3,3,2,2,2,2,3,3,2,2,3,1,3,3,4,2,1,1,3,1,2,1,1,2,1,2,1,2,3,2,1,1,2,2,3,1,2,1,2,1,2,2,1,2,1,2,1,1,2,2,3,2,1,2,1,1,1,3,2,2,3,2,2,1,2,2,2,1,2,1,2,2,3,3,2,2,2,3,4,2,1,1,1,1,1,3,2,2,2,1,3,2,2,1,1,1,1,1,1,1,3,3,2,2,2,3,2,4,1,2,1,2,2,1,2,2,2,3,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,3,3,2,1,2,2,1,3,1,2,2,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,FALSE,19,Temporary,"California, United States of America",Sports,4,5,6,6,5,1
1796,Console and video games sites,"Electronic Music, Rock, Indie Pop","Action, Comedy, Horror","Comedy, Factual, Entertainment (Variety Shows)","Drama, Action and Adventure",3,2,3,3,2,2,1,5,2,3,2,5,2,4,2,2,1,2,2,1,2,3,2,3,3,4,3,1,4,1,3,2,3,2,4,2,3,4,2,4,2,3,2,5,3,2,2,2,3,3,2,2,3,2,2,3,2,2,2,3,2,3,2,3,2,2,2,4,3,3,3,2,3,4,1,2,3,2,2,1,4,2,4,2,3,3,3,4,4,4,4,3,1,3,3,3,4,3,3,3,3,3,4,4,3,3,3,1,2,1,3,2,2,3,2,3,3,2,3,2,3,1,1,2,1,3,1,1,2,2,2,1,2,3,2,3,3,2,1,3,3,1,2,2,2,3,4,4,5,4,1,3,2,1,2,4,1,4,2,3,3,4,3,2,2,2,2,3,2,2,2,4,2,2,2,2,2,2,4,2,2,1,2,3,3,2,3,4,3,3,3,2,3,2,4,2,2,2,4,1,1,3,3,2,3,3,2,2,3,1,1,4,3,3,4,4,2,3,4,3,3,3,3,2,4,2,2,3,2,2,2,2,2,2,3,2,3,3,3,1,5,2,5,2,2,4,4,4,3,2,3,2,2,3,2,3,1,2,2,2,2,4,2,4,2,3,3,1,3,2,2,2,2,2,3,2,3,2,3,3,4,4,4,3,3,3,3,2,2,2,3,3,3,3,2,3,3,2,3,3,TRUE,31,Student,"Mississauga, Canada",Internet,6,6,6,6,6,1
1797,Media sites,Hip Hop - Rap,"Action, Adventure, Fantasy, Family, Animation, Horror","Comedy, Drama, Factual, Learning, News","Science fiction, Satire, Trilogies, Series",3,4,2,2,2,1,2,1,2,3,4,2,2,3,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,2,2,2,1,2,2,2,2,2,2,3,2,1,1,1,1,2,1,1,1,2,1,1,2,1,3,2,1,2,2,1,1,2,2,3,2,2,1,3,2,3,4,1,1,3,1,1,2,3,1,1,2,2,1,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,2,1,1,2,2,1,1,2,2,2,3,1,4,3,2,1,2,1,2,4,3,2,4,1,1,1,1,2,3,1,3,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,1,3,1,1,1,1,2,1,2,1,1,1,1,1,1,3,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,3,1,1,1,1,2,4,1,1,1,1,2,2,2,1,2,1,3,2,1,1,2,2,1,2,2,2,1,1,3,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,3,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,FALSE,50,Temporary,"Chicago, United States of America",Movie,6,8,9,5,8,1
1798,"Media sites, Health and Beauty sites","Rock, Easy Listening, Dance Music, Electronic Music, Pop (Popular music), Indie Pop","Fantasy, Drama",Comedy,Horror,2,2,2,2,1,2,4,3,3,2,2,2,3,2,2,1,1,2,2,2,2,2,2,2,2,1,3,2,3,1,1,1,1,2,1,1,2,2,2,1,2,2,2,3,2,2,2,2,1,3,2,2,2,2,2,2,2,1,2,2,2,2,4,3,2,1,3,3,2,2,4,2,2,2,2,2,2,3,3,1,4,2,4,3,2,2,4,2,3,1,4,4,2,1,2,2,2,2,3,2,3,2,3,4,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,1,1,1,3,3,1,1,2,2,2,3,2,1,4,2,1,2,3,1,2,2,2,1,3,1,2,4,3,2,1,3,2,2,1,1,2,1,2,2,2,1,1,2,1,1,2,2,1,2,1,1,2,2,2,1,2,4,3,4,1,3,2,2,2,2,2,2,3,1,2,1,2,3,1,3,3,2,3,1,2,4,1,2,2,2,2,1,2,1,2,2,2,3,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,4,4,4,2,4,1,2,2,1,2,2,2,2,2,1,2,3,1,2,1,3,3,2,2,2,1,1,3,2,2,2,1,1,2,3,1,2,3,1,3,1,2,2,1,2,1,2,2,2,2,2,1,1,3,1,FALSE,22,Contract employment,"Eddleston, United Kingdom",Reading,7,6,7,9,8,1
1799,"Pet supplies sites, Jewellery watches sites, Health and Beauty sites, Computer software sites","Country Music, Indie Pop, Pop (Popular music), Rock, Singer - Songwriter (inc. Folk)",Crime and Gangster,"Children's, Drama, Comedy","Horror, Satire, Science fiction, Autobiographies",2,4,2,1,3,2,2,1,2,2,4,2,3,3,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,2,2,2,3,2,2,2,3,2,1,1,2,1,3,2,3,2,2,1,4,3,2,2,3,1,2,1,3,2,2,1,1,2,1,2,4,3,1,2,1,2,2,1,1,3,2,2,2,2,2,3,2,2,3,2,2,2,3,2,1,2,2,2,1,2,2,2,2,3,2,2,1,2,2,2,2,1,1,2,2,1,1,2,1,1,2,2,3,2,2,2,1,2,2,2,2,2,3,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,1,1,2,4,2,2,1,3,1,2,2,2,1,3,3,3,4,3,2,1,1,1,2,2,3,1,1,2,1,3,3,2,2,1,2,3,1,1,2,2,2,1,2,2,2,2,3,3,2,1,1,2,2,1,1,1,1,1,2,2,3,2,2,2,1,2,2,1,3,2,2,2,2,1,2,2,3,1,1,3,1,2,1,1,1,3,2,3,2,2,2,1,3,2,3,3,2,1,3,1,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,TRUE,22,Self-employment,"Winnipeg, Canada",Internet,3,5,4,6,8,1
1800,Computer software sites,"Jazz, Rock, Singer - Songwriter (inc. Folk)","Comedy, Horror","Comedy, Drama, Factual, Learning, News","Science fiction, Romance, Self help, Diaries, Journals, Fantasy, Erotic fiction",3,4,2,4,2,1,4,3,2,1,2,3,2,2,2,2,3,3,3,3,4,2,2,2,2,1,1,2,3,2,2,1,2,1,2,2,2,2,2,3,2,2,2,4,1,1,2,2,2,3,3,1,3,4,4,2,2,3,2,2,3,4,3,4,4,2,3,3,4,2,4,3,3,3,5,2,3,3,2,2,2,4,3,3,3,3,5,3,5,4,2,2,2,2,2,3,2,2,4,3,3,4,4,3,5,3,4,1,2,2,2,2,2,3,2,2,2,3,4,2,4,3,3,2,2,2,2,2,4,2,2,2,2,3,2,2,3,2,2,3,2,2,2,2,2,3,4,2,4,4,1,2,3,1,3,3,4,2,2,3,3,2,3,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,2,5,3,2,2,2,2,3,3,2,2,3,2,1,2,2,2,5,4,2,2,5,3,1,4,2,4,1,2,2,2,1,2,2,2,2,2,3,3,3,2,1,4,3,2,2,2,2,3,4,3,4,3,3,5,3,3,1,4,2,2,2,4,2,3,4,3,4,2,3,2,3,3,2,2,1,2,2,2,4,2,2,3,2,3,2,3,2,3,1,2,3,2,2,3,3,2,2,1,2,4,2,TRUE,27,Contract employment,"Markham, Canada",Sports,5,4,5,6,6,1
1801,"Clothing and shoes sites, Health and Beauty sites, Outdoor Living sites","Jazz, Indie Pop, Alternative Music, Electronic Music",Action,Learning,"Erotic fiction, Satire, Prayer books",2,3,3,3,3,2,2,3,2,2,4,2,2,1,2,1,1,2,2,1,1,2,1,2,1,3,2,3,3,2,2,2,2,2,3,2,3,3,2,2,3,2,2,3,3,3,2,3,4,3,4,4,3,3,2,2,3,2,4,4,2,2,2,2,4,3,2,3,2,3,2,3,3,2,3,3,3,1,2,3,3,2,2,2,2,2,4,2,2,4,2,2,2,3,2,2,2,2,1,2,2,1,3,2,3,1,2,3,2,2,2,2,2,2,3,2,2,2,3,1,2,3,2,4,2,2,3,2,4,2,3,3,3,2,2,2,1,4,3,2,2,2,2,2,1,2,3,3,2,4,2,2,2,2,2,3,3,3,3,1,2,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,2,4,3,3,3,2,2,2,2,3,3,3,3,1,2,2,2,3,2,2,2,1,2,3,2,2,2,3,3,3,4,2,3,3,4,3,2,4,3,2,2,4,3,2,3,2,3,2,2,3,3,2,2,2,3,2,3,2,2,2,3,1,2,1,2,3,2,3,3,3,4,2,3,2,2,2,2,2,1,2,2,2,3,2,3,1,2,2,1,4,3,3,2,2,3,2,2,2,3,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,TRUE,38,Housewife/Househusband,"Greenville, United States of America",Internet,7,7,8,8,7,1
1802,Betting sites,"Electronic Music, Hip Hop - Rap, Reggae","Comedy, Action, Drama, Animation, Musical, Family, Sci-Fi, Adventure","Comedy, Music, Drama","Poetry, Guide",2,3,2,2,3,2,3,4,3,2,1,2,2,2,2,3,3,3,2,1,2,2,3,2,2,2,2,4,3,2,2,1,1,1,1,2,2,1,2,2,2,1,2,2,1,1,2,3,1,1,2,4,3,3,2,3,4,3,2,2,2,1,2,1,2,3,1,2,2,3,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,3,2,3,3,2,1,2,1,2,2,1,2,2,2,3,1,2,2,2,3,2,2,1,2,2,1,2,2,3,2,2,2,2,3,2,3,3,2,2,2,4,4,2,2,2,3,3,3,3,4,1,3,2,2,1,2,2,2,2,1,3,3,3,2,3,1,1,2,2,2,4,3,2,3,1,3,3,3,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,3,2,2,3,2,2,4,3,2,4,3,3,3,2,2,2,1,2,2,3,3,2,2,2,1,2,3,3,2,2,1,2,3,1,1,2,3,2,1,3,3,2,2,1,2,2,2,3,2,1,2,2,3,2,2,2,2,3,2,2,1,2,1,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,3,2,2,2,3,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,1,1,1,2,2,3,1,2,1,2,2,2,2,2,3,2,3,4,2,FALSE,22,Student,"new york, United States of America",Internet,7,7,8,3,5,1
1803,"Console and video games sites, Musical instruments recording equipment sites","Alternative Music, Electronic Music, Indie Pop, Hip Hop - Rap, Pop (Popular music), Rock","Action, Thriller, Crime and Gangster, Drama, Horror, Sci-Fi, Biography, Mystery, Documentary, Adventure, Comedy","Comedy, Drama, Learning, News","Science fiction, Action and Adventure, Fantasy, Series",4,5,3,3,2,2,5,5,2,2,1,2,1,2,2,3,4,4,2,2,5,3,3,3,3,3,3,2,2,2,3,3,3,3,2,2,2,2,2,1,2,1,2,2,2,2,3,2,4,2,3,3,2,4,1,3,3,2,2,1,2,2,4,4,4,3,1,2,2,3,1,1,3,2,2,2,5,4,4,2,3,3,3,4,2,3,3,5,4,2,1,2,2,1,2,2,2,1,1,2,1,1,3,1,2,4,4,2,4,2,2,3,3,3,3,3,2,3,2,3,4,4,4,3,4,3,2,2,4,2,3,3,4,3,3,2,3,4,2,5,3,1,2,3,2,2,2,1,1,1,2,5,2,2,3,4,4,1,2,2,3,3,1,3,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,3,3,3,4,4,3,2,2,3,3,3,2,3,1,1,2,2,2,3,4,2,2,2,3,2,2,2,2,2,2,2,4,2,2,3,2,4,2,2,3,1,2,3,2,2,2,2,2,3,3,3,1,3,2,1,2,2,2,2,1,2,3,3,2,1,3,2,2,2,3,2,2,3,2,2,5,5,3,4,4,5,2,2,4,1,3,1,3,3,4,2,3,2,2,2,1,2,2,2,1,3,1,1,2,3,4,3,1,2,2,2,3,3,2,2,3,3,2,2,2,FALSE,37,Unemploied,"Buffalo, United States of America",Internet,6,6,6,7,7,1
1804,"Media sites, Health and Beauty sites",Country Music,"Action, Adventure, Thriller, Drama, Comedy, Fantasy, Sci-Fi, Family",Comedy,"Science fiction, Action and Adventure, Series, Erotic fiction",1,2,1,1,2,3,1,1,3,3,4,2,4,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,4,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,4,2,4,2,4,3,1,1,1,1,2,1,1,2,1,1,1,2,2,4,3,4,3,3,3,3,3,5,3,5,4,5,4,3,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,4,2,3,1,4,2,4,2,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2,2,1,3,3,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,2,2,2,1,2,3,2,2,2,1,3,2,2,2,2,4,1,1,1,1,1,3,2,2,3,3,2,2,2,3,2,1,1,2,1,2,4,1,1,1,1,2,2,2,1,2,2,2,3,2,2,5,4,1,1,1,2,2,1,5,1,1,1,2,1,1,1,3,4,2,3,3,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,3,3,2,2,2,2,2,1,2,2,2,2,2,2,3,2,1,2,2,TRUE,19,Student,"Prague, Czech Republic",Internet,5,3,5,9,9,1
1805,"Media sites, Dating sites","Alternative Music, Pop (Popular music), Rock","Thriller, Horror, Crime and Gangster","Children's, Drama",Science,3,2,3,3,2,2,2,3,4,3,4,4,4,2,3,2,1,2,2,2,2,2,1,2,1,1,2,2,3,1,2,2,2,2,3,2,3,2,3,2,2,2,2,4,2,2,1,4,2,3,3,3,1,3,2,3,3,4,5,3,2,3,4,2,3,3,3,2,4,2,5,4,4,5,4,2,3,2,2,2,2,3,3,2,4,4,4,5,4,4,2,3,1,2,2,3,2,1,2,2,3,2,1,3,2,1,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2,1,3,2,1,1,2,2,1,2,2,2,3,3,3,2,3,2,3,4,1,1,2,3,3,4,3,4,4,2,2,3,2,2,2,1,2,3,2,3,3,3,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,2,1,3,2,2,3,2,3,2,3,3,3,4,3,4,3,3,1,1,1,2,3,2,2,2,1,2,3,2,3,2,3,3,4,4,3,2,4,2,3,3,3,3,2,4,3,4,1,2,3,1,2,2,2,1,2,2,3,3,2,3,2,4,4,2,3,2,2,2,4,3,4,3,4,5,5,4,2,3,2,2,1,2,4,2,1,2,2,2,2,3,3,1,2,3,3,3,2,2,3,3,3,4,3,4,4,3,3,2,2,2,2,1,2,3,2,3,2,3,2,4,2,FALSE,36,Student,"North Chicago IL , United States of America",Internet,6,8,9,5,5,1
1806,"Clothing and shoes sites, Automotive sites, Health and Beauty sites, Media sites, Consumer electronics sites, Tools hardware sites, Console and video games sites","Dance Music, Pop (Popular music), Rock, Blues","Action, Thriller, Comedy, Crime and Gangster, Drama, Animation, Horror, Romance","Factual, Religion Ethics, News, Learning","Romance, Self help, Poetry, Cookbooks, Guide",1,1,2,1,4,2,2,2,1,3,2,1,1,3,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,2,2,1,3,1,1,1,3,1,2,1,4,3,4,1,2,1,1,2,3,3,2,4,1,1,1,2,1,2,1,3,2,1,1,2,3,2,2,1,2,2,2,2,3,3,2,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,2,1,1,1,3,1,2,2,1,2,1,4,1,1,4,1,2,1,2,2,3,2,2,4,2,2,1,1,1,1,2,1,1,3,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,3,4,4,1,1,1,1,2,1,3,2,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,3,2,2,2,4,2,1,1,2,3,2,2,3,2,3,3,1,2,1,1,3,3,2,2,2,3,1,5,3,1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,4,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,FALSE,23,Student,"San Mateo, United States of America",Internet,3,5,7,9,7,1
1807,"Grocery beverages sites, Clothing and shoes sites, Health and Beauty sites","Pop (Popular music), Rock, Country Music","Adventure, Comedy, Crime and Gangster, Family","Comedy, Drama, News","Romance, Guide, Travel, Religious",2,2,3,2,5,2,2,2,2,1,2,3,3,3,3,2,3,3,2,2,1,1,3,2,1,2,2,3,3,1,1,1,2,1,2,1,1,2,2,1,2,2,2,1,2,2,1,3,2,2,1,3,1,2,3,2,2,3,2,3,2,2,1,1,2,2,2,2,2,2,3,1,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,4,1,3,1,2,1,2,2,1,2,1,1,1,2,2,2,1,2,1,2,1,3,1,2,2,2,2,2,3,4,3,3,3,2,4,2,2,3,3,2,2,1,2,3,3,3,2,2,2,3,4,5,2,5,1,2,3,3,2,3,2,2,3,1,3,2,2,1,3,1,4,2,1,2,3,3,3,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,2,1,2,3,3,2,2,2,1,1,2,2,2,2,3,3,2,1,1,2,2,1,1,2,2,1,2,2,2,2,1,3,5,4,2,2,2,1,2,4,2,4,2,2,2,3,2,2,2,1,1,1,2,3,2,1,2,2,3,3,2,3,3,2,4,1,2,1,2,2,2,3,2,3,3,2,1,2,2,2,2,2,1,2,1,2,1,3,3,3,1,3,3,4,2,3,2,2,2,2,1,3,2,3,2,2,2,2,1,2,2,2,1,2,2,1,3,3,2,3,2,FALSE,61,Contract employment,"Chicago, United States of America",Internet,8,8,10,4,8,1
